,RQ,DLWZ1,DLWZ2,XQ,ZGQW,ZDQW,TQ,FS,ORG_NO
19700101,2022-11-22,福州,闽清,周二,20,19,中雨~小雨,北风1级,3540112
19700101,2022-11-23,福州,闽清,周三,22,17,小雨,东风1级,3540112
19700101,2022-11-24,福州,闽清,周四,20,17,小雨~大雨,东南风1级,3540112
19700101,2022-11-25,福州,闽清,周五,18,17,大雨~小雨,东风1级,3540112
19700101,2022-11-26,福州,闽清,周六,26,17,多云~小雨,东风1级,3540112
19700101,2022-11-27,福州,闽清,周日,21,19,阴,东南风1级,3540112
19700101,2022-11-28,福州,闽清,周一,27,19,雾~多云,南风1级,3540112
19700101,2022-11-29,福州,闽清,周二,32,13,雾~大雨,东南风1级,3540112
19700101,2022-11-30,福州,闽清,周三,14,10,小雨,东南风2级,3540112
19700101,2022-12-01,福州,闽清,周四,12,11,小雨,东北风1级,3540112
19700101,2022-12-02,福州,闽清,周五,15,9,小雨,西北风1级,3540112
19700101,2022-12-03,福州,闽清,周六,16,13,小雨~阴,西北风1级,3540112
19700101,2022-12-04,福州,闽清,周日,16,12,多云~小雨,西北风1级,3540112
19700101,2022-12-05,福州,闽清,周一,14,11,多云~阴,西北风2级,3540112
19700101,2022-12-06,福州,闽清,周二,13,12,多云~阴,东风1级,3540112
19700101,2022-12-07,福州,闽清,周三,15,12,雾~阴,东北风1级,3540112
19700101,2022-12-08,福州,闽清,周四,19,13,多云~阴,西北风1级,3540112
19700101,2022-12-09,福州,闽清,周五,21,13,雾~多云,西北风2级,3540112
19700101,2022-12-10,福州,闽清,周六,20,13,多云~小雨,西北风1级,3540112
19700101,2022-11-01,福州,闽侯,周二,20,17,小雨,东北风2级,3540107
19700101,2022-11-02,福州,闽侯,周三,20,17,小雨~阴,北风1级,3540107
19700101,2022-11-03,福州,闽侯,周四,20,18,多云~小雨,东北风1级,3540107
19700101,2022-11-04,福州,闽侯,周五,19,16,多云~阴,东风1级,3540107
19700101,2022-11-05,福州,闽侯,周六,20,15,多云~小雨,东北风1级,3540107
19700101,2022-11-06,福州,闽侯,周日,20,16,多云~阴,东北风1级,3540107
19700101,2022-11-07,福州,闽侯,周一,20,18,多云~阴,东北风1级,3540107
19700101,2022-11-08,福州,闽侯,周二,26,17,多云~阴,东北风1级,3540107
19700101,2022-11-09,福州,闽侯,周三,24,20,多云,东北风1级,3540107
19700101,2022-11-10,福州,闽侯,周四,28,21,多云~阴,东北风1级,3540107
19700101,2022-11-11,福州,闽侯,周五,28,20,多云~阴,东北风1级,3540107
19700101,2022-11-12,福州,闽侯,周六,32,19,晴~多云,西北风1级,3540107
19700101,2022-11-13,福州,闽侯,周日,29,18,多云~小雨,东风2级,3540107
19700101,2022-11-14,福州,闽侯,周一,24,19,多云~小雨,东风1级,3540107
19700101,2022-11-15,福州,闽侯,周二,21,18,小雨,东风1级,3540107
19700101,2022-11-16,福州,闽侯,周三,21,17,小雨~阴,东风1级,3540107
19700101,2022-11-17,福州,闽侯,周四,26,19,多云,西北风1级,3540107
19700101,2022-11-18,福州,闽侯,周五,26,20,雾~多云,东风1级,3540107
19700101,2022-11-19,福州,闽侯,周六,25,19,多云~小雨,东北风1级,3540107
19700101,2022-11-20,福州,闽侯,周日,26,19,小雨~阴,东北风1级,3540107
19700101,2022-11-21,福州,闽侯,周一,23,19,多云~小雨,东风1级,3540107
19700101,2022-11-22,福州,闽侯,周二,20,19,中雨~小雨,西北风1级,3540107
19700101,2022-11-23,福州,闽侯,周三,21,17,小雨,东北风1级,3540107
19700101,2022-11-24,福州,闽侯,周四,20,17,小雨~大雨,东北风1级,3540107
19700101,2022-11-25,福州,闽侯,周五,18,17,大雨~小雨,北风1级,3540107
19700101,2022-11-26,福州,闽侯,周六,25,17,多云~小雨,东北风1级,3540107
19700101,2022-11-27,福州,闽侯,周日,21,19,阴,东风1级,3540107
19700101,2022-11-28,福州,闽侯,周一,27,20,雾~多云,西南风1级,3540107
19700101,2022-11-29,福州,闽侯,周二,31,13,雾~中雨,东南风1级,3540107
19700101,2022-11-30,福州,闽侯,周三,14,11,多云~小雨,东风2级,3540107
19700101,2022-12-01,福州,闽侯,周四,12,11,多云~小雨,东北风1级,3540107
19700101,2022-12-02,福州,闽侯,周五,16,11,小雨,北风1级,3540107
19700101,2022-12-03,福州,闽侯,周六,18,14,多云~阴,西北风1级,3540107
19700101,2022-12-04,福州,闽侯,周日,17,13,小雨,东北风1级,3540107
19700101,2022-12-05,福州,闽侯,周一,15,11,小雨~阴,西北风1级,3540107
19700101,2022-12-06,福州,闽侯,周二,15,12,阴,东北风1级,3540107
19700101,2022-12-07,福州,闽侯,周三,16,13,多云~阴,东北风1级,3540107
19700101,2022-12-08,福州,闽侯,周四,20,14,多云~阴,东北风1级,3540107
19700101,2022-12-09,福州,闽侯,周五,22,14,多云,西北风1级,3540107
19700101,2022-12-10,福州,闽侯,周六,22,13,多云~小雨,西北风1级,3540107
19700101,2022-11-01,福州,马尾,周二,20,17,小雨,东北风3级,3540122
19700101,2022-11-02,福州,马尾,周三,18,17,小雨,北风3级,3540122
19700101,2022-11-03,福州,马尾,周四,20,18,雾~小雨,东北风2级,3540122
19700101,2022-11-04,福州,马尾,周五,20,16,多云~阴,东北风4级,3540122
19700101,2022-11-05,福州,马尾,周六,19,16,多云~小雨,东北风3级,3540122
19700101,2022-11-06,福州,马尾,周日,20,17,多云~阴,东北风2级,3540122
19700101,2022-11-07,福州,马尾,周一,21,18,多云~阴,东北风2级,3540122
19700101,2022-11-08,福州,马尾,周二,23,18,多云~小雨,东北风2级,3540122
19700101,2022-11-09,福州,马尾,周三,22,20,多云~阴,西北风2级,3540122
19700101,2022-11-10,福州,马尾,周四,26,21,多云~阴,东北风2级,3540122
19700101,2022-11-11,福州,马尾,周五,24,21,多云~阴,东北风2级,3540122
19700101,2022-11-12,福州,马尾,周六,29,20,晴~多云,东北风1级,3540122
19700101,2022-11-13,福州,马尾,周日,28,18,雾~小雨,东北风2级,3540122
19700101,2022-11-14,福州,马尾,周一,22,18,多云~小雨,东北风2级,3540122
19700101,2022-11-15,福州,马尾,周二,20,18,小雨,东北风2级,3540122
19700101,2022-11-16,福州,马尾,周三,20,16,小雨~阴,东北风2级,3540122
19700101,2022-11-17,福州,马尾,周四,27,20,多云,北风1级,3540122
19700101,2022-11-18,福州,马尾,周五,27,20,晴~多云,东北风2级,3540122
19700101,2022-11-19,福州,马尾,周六,27,19,雾~阴,东北风2级,3540122
19700101,2022-11-20,福州,马尾,周日,25,19,多云,东北风2级,3540122
19700101,2022-11-21,福州,马尾,周一,24,19,多云~小雨,东北风2级,3540122
19700101,2022-11-22,福州,马尾,周二,21,20,中雨~小雨,西北风2级,3540122
19700101,2022-11-23,福州,马尾,周三,20,17,小雨,东北风2级,3540122
19700101,2022-11-24,福州,马尾,周四,20,17,阴~大雨,东北风2级,3540122
19700101,2022-11-25,福州,马尾,周五,18,17,大雨~小雨,西北风1级,3540122
19700101,2022-11-26,福州,马尾,周六,23,18,多云~小雨,东北风2级,3540122
19700101,2022-11-27,福州,马尾,周日,21,19,多云~阴,北风1级,3540122
19700101,2022-11-28,福州,马尾,周一,28,20,多云,西南风2级,3540122
19700101,2022-11-29,福州,马尾,周二,31,14,多云~小雨,东北风2级,3540122
19700101,2022-11-30,福州,马尾,周三,13,11,小雨,东北风4级,3540122
19700101,2022-12-01,福州,马尾,周四,12,11,多云~小雨,东北风3级,3540122
19700101,2022-12-02,福州,马尾,周五,16,10,小雨,东北风2级,3540122
19700101,2022-12-03,福州,马尾,周六,18,15,多云~阴,东北风1级,3540122
19700101,2022-12-04,福州,马尾,周日,18,13,多云~小雨,东北风3级,3540122
19700101,2022-12-05,福州,马尾,周一,15,11,小雨~阴,东北风2级,3540122
19700101,2022-12-06,福州,马尾,周二,15,12,阴,东北风3级,3540122
19700101,2022-12-07,福州,马尾,周三,15,14,多云~阴,东北风2级,3540122
19700101,2022-12-08,福州,马尾,周四,20,15,多云~小雨,东北风2级,3540122
19700101,2022-12-09,福州,马尾,周五,22,15,多云,东北风2级,3540122
19700101,2022-12-10,福州,马尾,周六,20,13,多云~小雨,东北风2级,3540122
19700101,2022-12-11,福州,马尾,周日,15,12,阴,东北风3级,3540122
19700101,2022-11-01,福州,平潭,周二,20,19,小雨,东北风8级,3540114
19700101,2022-11-02,福州,平潭,周三,20,18,小雨~阴,东北风7级,3540114
19700101,2022-11-03,福州,平潭,周四,19,18,雾~小雨,东北风6级,3540114
19700101,2022-11-04,福州,平潭,周五,19,17,多云~小雨,东北风6级,3540114
19700101,2022-11-05,福州,平潭,周六,19,16,阵雨~小雨,东北风7级,3540114
19700101,2022-11-06,福州,平潭,周日,20,18,多云~小雨,东北风6级,3540114
19700101,2022-11-07,福州,平潭,周一,19,18,多云~阴,东北风6级,3540114
19700101,2022-11-08,福州,平潭,周二,20,19,多云~小雨,东北风6级,3540114
19700101,2022-11-09,福州,平潭,周三,21,20,多云~阴,东北风6级,3540114
19700101,2022-11-10,福州,平潭,周四,23,20,多云~阴,北风5级,3540114
19700101,2022-11-11,福州,平潭,周五,22,20,小雨~阴,北风5级,3540114
19700101,2022-11-12,福州,平潭,周六,25,19,雾~多云,东北风3级,3540114
19700101,2022-11-13,福州,平潭,周日,23,19,雾~阴,东北风4级,3540114
19700101,2022-11-14,福州,平潭,周一,20,18,雾~多云,东北风5级,3540114
19700101,2022-11-15,福州,平潭,周二,21,18,多云~小雨,东北风5级,3540114
19700101,2022-11-16,福州,平潭,周三,20,17,小雨~阴,东北风6级,3540114
19700101,2022-11-17,福州,平潭,周四,24,20,多云,东北风3级,3540114
19700101,2022-11-18,福州,平潭,周五,23,20,晴~多云,东北风5级,3540114
19700101,2022-11-19,福州,平潭,周六,24,20,多云,东北风5级,3540114
19700101,2022-11-20,福州,平潭,周日,23,20,多云,东北风5级,3540114
19700101,2022-11-21,福州,平潭,周一,22,20,雾~小雨,东北风5级,3540114
19700101,2022-11-22,福州,平潭,周二,20,19,中雨~小雨,北风5级,3540114
19700101,2022-11-23,福州,平潭,周三,20,18,中雨~小雨,东北风5级,3540114
19700101,2022-11-24,福州,平潭,周四,19,17,小雨~大雨,东北风6级,3540114
19700101,2022-11-25,福州,平潭,周五,19,17,中雨~小雨,东北风4级,3540114
19700101,2022-11-26,福州,平潭,周六,22,19,多云~小雨,东北风4级,3540114
19700101,2022-11-27,福州,平潭,周日,21,19,多云,东北风5级,3540114
19700101,2022-11-28,福州,平潭,周一,26,22,多云,西南风3级,3540114
19700101,2022-11-29,福州,平潭,周二,28,15,雾~小雨,西南风4级,3540114
19700101,2022-11-30,福州,平潭,周三,14,12,小雨,东北风7级,3540114
19700101,2022-12-01,福州,平潭,周四,13,12,小雨,东北风7级,3540114
19700101,2022-12-02,福州,平潭,周五,13,12,小雨,东北风7级,3540114
19700101,2022-12-03,福州,平潭,周六,19,16,阴,东北风5级,3540114
19700101,2022-12-04,福州,平潭,周日,17,13,多云~阴,东北风6级,3540114
19700101,2022-12-05,福州,平潭,周一,15,13,多云~小雨,东北风7级,3540114
19700101,2022-12-06,福州,平潭,周二,16,12,小雨,东北风7级,3540114
19700101,2022-12-07,福州,平潭,周三,16,14,小雨~阴,东北风7级,3540114
19700101,2022-12-08,福州,平潭,周四,18,15,多云~阴,东北风6级,3540114
19700101,2022-12-09,福州,平潭,周五,18,15,多云~阴,东北风5级,3540114
19700101,2022-12-10,福州,平潭,周六,18,13,多云~小雨,东北风6级,3540114
19700101,2022-11-01,福州,台江,周二,19,17,小雨,北风2级,3540101
19700101,2022-11-02,福州,台江,周三,20,17,小雨~阴,北风2级,3540101
19700101,2022-11-03,福州,台江,周四,20,18,多云~小雨,东北风1级,3540101
19700101,2022-11-04,福州,台江,周五,19,17,多云~阴,东北风2级,3540101
19700101,2022-11-05,福州,台江,周六,20,16,多云~小雨,东北风2级,3540101
19700101,2022-11-06,福州,台江,周日,20,17,多云~阴,东北风2级,3540101
19700101,2022-11-07,福州,台江,周一,21,18,多云~阴,东北风1级,3540101
19700101,2022-11-08,福州,台江,周二,25,18,多云~小雨,东北风2级,3540101
19700101,2022-11-09,福州,台江,周三,23,21,多云,西北风1级,3540101
19700101,2022-11-10,福州,台江,周四,29,22,多云~阴,东北风1级,3540101
19700101,2022-11-11,福州,台江,周五,27,21,多云~阴,东北风1级,3540101
19700101,2022-11-12,福州,台江,周六,32,20,晴~多云,西北风1级,3540101
19700101,2022-11-13,福州,台江,周日,29,19,多云~小雨,东北风2级,3540101
19700101,2022-11-14,福州,台江,周一,22,19,多云~小雨,东北风2级,3540101
19700101,2022-11-15,福州,台江,周二,21,18,小雨,东北风1级,3540101
19700101,2022-11-16,福州,台江,周三,20,16,小雨,东北风1级,3540101
19700101,2022-11-17,福州,台江,周四,27,20,雾~多云,西北风1级,3540101
19700101,2022-11-18,福州,台江,周五,28,20,多云,东北风1级,3540101
19700101,2022-11-19,福州,台江,周六,26,20,多云~阴,东北风1级,3540101
19700101,2022-11-20,福州,台江,周日,25,20,雾~多云,东北风1级,3540101
19700101,2022-11-21,福州,台江,周一,22,19,多云~小雨,东北风2级,3540101
19700101,2022-11-22,福州,台江,周二,20,19,中雨~小雨,西北风1级,3540101
19700101,2022-11-23,福州,台江,周三,21,18,小雨,东北风1级,3540101
19700101,2022-11-24,福州,台江,周四,20,18,小雨~大雨,东北风1级,3540101
19700101,2022-11-25,福州,台江,周五,18,17,中雨~小雨,西北风1级,3540101
19700101,2022-11-26,福州,台江,周六,25,17,多云~小雨,东北风1级,3540101
19700101,2022-11-27,福州,台江,周日,21,19,多云~阴,北风1级,3540101
19700101,2022-11-28,福州,台江,周一,29,21,多云,西南风1级,3540101
19700101,2022-11-29,福州,台江,周二,32,14,多云~小雨,东北风2级,3540101
19700101,2022-11-30,福州,台江,周三,14,11,多云~小雨,东北风3级,3540101
19700101,2022-12-01,福州,台江,周四,12,11,小雨,东北风2级,3540101
19700101,2022-12-02,福州,台江,周五,16,11,小雨,北风1级,3540101
19700101,2022-12-03,福州,台江,周六,19,15,多云~阴,北风1级,3540101
19700101,2022-12-04,福州,台江,周日,17,14,阴~小雨,东北风1级,3540101
19700101,2022-12-05,福州,台江,周一,15,12,多云~阴,东北风1级,3540101
19700101,2022-12-06,福州,台江,周二,15,12,阴,东北风2级,3540101
19700101,2022-12-07,福州,台江,周三,15,13,多云~阴,东北风1级,3540101
19700101,2022-12-08,福州,台江,周四,20,15,多云~小雨,东北风1级,3540101
19700101,2022-12-09,福州,台江,周五,23,15,多云,东北风1级,3540101
19700101,2022-12-10,福州,台江,周六,22,13,多云~小雨,东北风1级,3540101
19700101,2022-12-11,福州,台江,周日,16,12,阴,东北风2级,3540101
19700101,2022-11-01,福州,永泰,周二,19,16,小雨,北风2级,3540113
19700101,2022-11-02,福州,永泰,周三,20,15,小雨~阴,北风1级,3540113
19700101,2022-11-03,福州,永泰,周四,19,17,多云~小雨,东北风1级,3540113
19700101,2022-11-04,福州,永泰,周五,19,16,多云~阴,东北风1级,3540113
19700101,2022-11-05,福州,永泰,周六,20,15,多云~小雨,东北风1级,3540113
19700101,2022-11-06,福州,永泰,周日,19,16,多云~阴,东北风1级,3540113
19700101,2022-11-07,福州,永泰,周一,20,17,多云,东北风1级,3540113
19700101,2022-11-08,福州,永泰,周二,25,17,多云~阴,东北风1级,3540113
19700101,2022-11-09,福州,永泰,周三,24,19,多云,北风1级,3540113
19700101,2022-11-10,福州,永泰,周四,28,21,多云~阴,东北风1级,3540113
19700101,2022-11-11,福州,永泰,周五,28,20,多云,东北风1级,3540113
19700101,2022-11-12,福州,永泰,周六,33,19,晴,西北风1级,3540113
19700101,2022-11-13,福州,永泰,周日,32,18,多云~小雨,东北风1级,3540113
19700101,2022-11-14,福州,永泰,周一,23,19,多云~小雨,东北风1级,3540113
19700101,2022-11-15,福州,永泰,周二,22,18,小雨,东北风1级,3540113
19700101,2022-11-16,福州,永泰,周三,21,17,小雨,东北风1级,3540113
19700101,2022-11-17,福州,永泰,周四,27,19,小雨~多云,西北风1级,3540113
19700101,2022-11-18,福州,永泰,周五,25,19,多云,东北风1级,3540113
19700101,2022-11-19,福州,永泰,周六,26,19,多云~阴,北风1级,3540113
19700101,2022-11-20,福州,永泰,周日,27,19,多云~阴,东北风1级,3540113
19700101,2022-11-21,福州,永泰,周一,23,19,多云~小雨,东北风1级,3540113
19700101,2022-11-22,福州,永泰,周二,20,18,中雨~小雨,北风1级,3540113
19700101,2022-11-23,福州,永泰,周三,22,17,小雨,东北风1级,3540113
19700101,2022-11-24,福州,永泰,周四,19,17,中雨~大雨,东北风1级,3540113
19700101,2022-11-25,福州,永泰,周五,19,17,大雨~小雨,东北风1级,3540113
19700101,2022-11-26,福州,永泰,周六,25,17,多云~小雨,东北风1级,3540113
19700101,2022-11-27,福州,永泰,周日,22,19,多云~阴,东南风1级,3540113
19700101,2022-11-28,福州,永泰,周一,29,21,雾~多云,西南风2级,3540113
19700101,2022-11-29,福州,永泰,周二,33,13,雾~小雨,东南风1级,3540113
19700101,2022-11-30,福州,永泰,周三,14,11,小雨,东北风2级,3540113
19700101,2022-12-01,福州,永泰,周四,13,11,多云~小雨,东北风2级,3540113
19700101,2022-12-02,福州,永泰,周五,15,10,小雨,北风1级,3540113
19700101,2022-12-03,福州,永泰,周六,19,14,多云~阴,北风1级,3540113
19700101,2022-12-04,福州,永泰,周日,18,13,多云~小雨,东北风1级,3540113
19700101,2022-12-05,福州,永泰,周一,16,11,多云~阴,西北风2级,3540113
19700101,2022-12-06,福州,永泰,周二,15,12,阴,东北风1级,3540113
19700101,2022-12-07,福州,永泰,周三,15,12,多云~阴,东北风1级,3540113
19700101,2022-12-08,福州,永泰,周四,19,13,多云~阴,东北风1级,3540113
19700101,2022-12-09,福州,永泰,周五,23,13,雾~多云,西北风2级,3540113
19700101,2022-12-10,福州,永泰,周六,21,13,多云~小雨,北风1级,3540113
19700101,2022-11-01,龙岩,长汀,周二,21,16,多云~小雨,东北风2级,3540706
19700101,2022-11-02,龙岩,长汀,周三,18,16,阴~小雨,东北风1级,3540706
19700101,2022-11-03,龙岩,长汀,周四,21,16,阴,西北风1级,3540706
19700101,2022-11-04,龙岩,长汀,周五,18,15,阴~小雨,西北风1级,3540706
19700101,2022-11-05,龙岩,长汀,周六,17,14,多云~小雨,西北风1级,3540706
