RQ,DLWZ1,DLWZ2,NL,YCZGQW,YCZDQW,TQYC,FSYC,JR,CREATETIME,ORG_NO,RQ
20230114,福州,台江,十二月廿三,16,9,,,小年,20221211,3540101,20230114
20230115,福州,台江,十二月廿四,16,10,,,,20221211,3540101,20230115
20230116,福州,台江,十二月廿五,16,10,,,,20221211,3540101,20230116
20230117,福州,台江,十二月廿六,16,10,,,,20221211,3540101,20230117
20230118,福州,台江,十二月廿七,16,9,,,,20221211,3540101,20230118
20230119,福州,台江,十二月廿八,16,9,,,,20221211,3540101,20230119
20221211,福州,长乐,十一月十八,15,12,阴,微风转东北风3-4级,,20221211,3540109,20221211
20221212,福州,长乐,十一月十九,17,11,多云转晴,微风,,20221211,3540109,20221212
20221213,福州,长乐,十一月二十,14,10,阴转小雨,微风转北风3-4级,,20221211,3540109,20221213
20221214,福州,长乐,十一月廿一,10,8,小雨,微风,,20221211,3540109,20221214
20221215,福州,长乐,十一月廿二,14,11,小雨转中雨,微风,,20221211,3540109,20221215
20221216,福州,长乐,十一月廿三,15,9,阴,微风,,20221211,3540109,20221216
20221217,福州,长乐,十一月廿四,11,1,多云转晴,微风,,20221211,3540109,20221217
20221218,福州,长乐,十一月廿五,11,7,阴,东北风3-4级转微风,,20221211,3540109,20221218
20221219,福州,长乐,十一月廿六,14,10,阴,微风,,20221211,3540109,20221219
20221220,福州,长乐,十一月廿七,19,12,雨转阴,微风转东北风3-4级,,20221211,3540109,20221220
20221221,福州,长乐,十一月廿八,15,7,阴,东北风3-4级转微风,,20221211,3540109,20221221
20221222,福州,长乐,十一月廿九,17,10,阴,微风,,20221211,3540109,20221222
20221223,福州,长乐,十二月初一,19,12,多云转晴,微风,,20221211,3540109,20221223
20221224,福州,长乐,十二月初二,18,14,晴,微风,,20221211,3540109,20221224
20221225,福州,长乐,十二月初三,23,12,阴,东北风3-4级转东北风4-5级,,20221211,3540109,20221225
20221226,福州,长乐,十二月初四,16,10,,,,20221211,3540109,20221226
20221227,福州,长乐,十二月初五,16,10,,,,20221211,3540109,20221227
20221228,福州,长乐,十二月初六,16,10,,,,20221211,3540109,20221228
20221229,福州,长乐,十二月初七,17,10,,,,20221211,3540109,20221229
20221230,福州,长乐,十二月初八,17,10,,,,20221211,3540109,20221230
20221231,福州,长乐,十二月初九,16,9,,,,20221211,3540109,20221231
20230101,福州,长乐,十二月初十,16,9,,,,20221211,3540109,20230101
20230102,福州,长乐,十二月十一,15,9,,,,20221211,3540109,20230102
20230103,福州,长乐,十二月十二,16,10,,,,20221211,3540109,20230103
20230104,福州,长乐,十二月十三,16,10,,,,20221211,3540109,20230104
20230105,福州,长乐,十二月十四,16,9,,,,20221211,3540109,20230105
20230106,福州,长乐,十二月十五,16,9,,,,20221211,3540109,20230106
20230107,福州,长乐,十二月十六,16,9,,,,20221211,3540109,20230107
20230108,福州,长乐,十二月十七,16,9,,,,20221211,3540109,20230108
20230109,福州,长乐,十二月十八,16,9,,,,20221211,3540109,20230109
20230110,福州,长乐,十二月十九,16,9,,,,20221211,3540109,20230110
20230111,福州,长乐,十二月二十,16,9,,,,20221211,3540109,20230111
20230112,福州,长乐,十二月廿一,16,9,,,,20221211,3540109,20230112
20230113,福州,长乐,十二月廿二,16,9,,,,20221211,3540109,20230113
20230114,福州,长乐,十二月廿三,16,9,,,小年,20221211,3540109,20230114
20230115,福州,长乐,十二月廿四,16,10,,,,20221211,3540109,20230115
20230116,福州,长乐,十二月廿五,16,9,,,,20221211,3540109,20230116
20230117,福州,长乐,十二月廿六,16,9,,,,20221211,3540109,20230117
20230118,福州,长乐,十二月廿七,16,9,,,,20221211,3540109,20230118
20230119,福州,长乐,十二月廿八,16,9,,,,20221211,3540109,20230119
20221211,福州,福清,十一月十八,15,12,阴转小雨,东北风4-5级,,20221211,3540108,20221211
20221212,福州,福清,十一月十九,17,11,多云转晴,北风3-4级,,20221211,3540108,20221212
20221213,福州,福清,十一月二十,13,10,阴转小雨,东北风4-5级转北风4-5级,,20221211,3540108,20221213
20221214,福州,福清,十一月廿一,10,9,小雨,北风4-5级,,20221211,3540108,20221214
20221215,福州,福清,十一月廿二,14,11,小雨转中雨,北风3-4级,,20221211,3540108,20221215
20221216,福州,福清,十一月廿三,15,9,阴,北风3-4级,,20221211,3540108,20221216
20221217,福州,福清,十一月廿四,11,2,多云转晴,微风,,20221211,3540108,20221217
20221218,福州,福清,十一月廿五,11,8,阴,东北风4-5级转北风3-4级,,20221211,3540108,20221218
20221219,福州,福清,十一月廿六,15,11,阴,北风3-4级,,20221211,3540108,20221219
20221220,福州,福清,十一月廿七,19,12,阴,东北风4-5级,,20221211,3540108,20221220
20221221,福州,福清,十一月廿八,15,9,多云转阴,东北风4-5级转北风3-4级,,20221211,3540108,20221221
20221222,福州,福清,十一月廿九,16,10,阴,北风3-4级转微风,,20221211,3540108,20221222
20221223,福州,福清,十二月初一,19,13,多云转晴,微风,,20221211,3540108,20221223
20221224,福州,福清,十二月初二,21,14,晴,微风,,20221211,3540108,20221224
20221225,福州,福清,十二月初三,21,12,多云转阴,东北风3-4级转东北风4-5级,,20221211,3540108,20221225
20221226,福州,福清,十二月初四,16,11,,,,20221211,3540108,20221226
20221227,福州,福清,十二月初五,16,10,,,,20221211,3540108,20221227
20221228,福州,福清,十二月初六,16,10,,,,20221211,3540108,20221228
20221229,福州,福清,十二月初七,16,10,,,,20221211,3540108,20221229
20221230,福州,福清,十二月初八,16,10,,,,20221211,3540108,20221230
20221231,福州,福清,十二月初九,16,10,,,,20221211,3540108,20221231
20230101,福州,福清,十二月初十,16,9,,,,20221211,3540108,20230101
20230102,福州,福清,十二月十一,15,9,,,,20221211,3540108,20230102
20230103,福州,福清,十二月十二,16,10,,,,20221211,3540108,20230103
20230104,福州,福清,十二月十三,16,10,,,,20221211,3540108,20230104
20230105,福州,福清,十二月十四,16,10,,,,20221211,3540108,20230105
20230106,福州,福清,十二月十五,16,9,,,,20221211,3540108,20230106
20230107,福州,福清,十二月十六,15,9,,,,20221211,3540108,20230107
20230108,福州,福清,十二月十七,16,9,,,,20221211,3540108,20230108
20230109,福州,福清,十二月十八,15,9,,,,20221211,3540108,20230109
20230110,福州,福清,十二月十九,16,9,,,,20221211,3540108,20230110
20230111,福州,福清,十二月二十,16,9,,,,20221211,3540108,20230111
20230112,福州,福清,十二月廿一,16,9,,,,20221211,3540108,20230112
20230113,福州,福清,十二月廿二,16,9,,,,20221211,3540108,20230113
20230114,福州,福清,十二月廿三,16,10,,,小年,20221211,3540108,20230114
20230115,福州,福清,十二月廿四,16,10,,,,20221211,3540108,20230115
20230116,福州,福清,十二月廿五,16,10,,,,20221211,3540108,20230116
20230117,福州,福清,十二月廿六,16,10,,,,20221211,3540108,20230117
20230118,福州,福清,十二月廿七,16,10,,,,20221211,3540108,20230118
20230119,福州,福清,十二月廿八,16,10,,,,20221211,3540108,20230119
20221211,福州,仓山,十一月十八,16,12,阴,微风,,20221211,3540117,20221211
20221212,福州,仓山,十一月十九,18,10,多云转晴,微风,,20221211,3540117,20221212
20221213,福州,仓山,十一月二十,15,10,多云转小雨,微风,,20221211,3540117,20221213
20221214,福州,仓山,十一月廿一,11,9,小雨,微风,,20221211,3540117,20221214
20221215,福州,仓山,十一月廿二,14,12,小雨,微风,,20221211,3540117,20221215
20221216,福州,仓山,十一月廿三,15,10,阴,微风,,20221211,3540117,20221216
20221217,福州,仓山,十一月廿四,12,2,多云转晴,微风,,20221211,3540117,20221217
20221218,福州,仓山,十一月廿五,12,6,阴,微风,,20221211,3540117,20221218
20221219,福州,仓山,十一月廿六,15,9,阴,微风,,20221211,3540117,20221219
20221220,福州,仓山,十一月廿七,21,12,阴,微风,,20221211,3540117,20221220
20221221,福州,仓山,十一月廿八,16,7,多云转阴,微风,,20221211,3540117,20221221
20221222,福州,仓山,十一月廿九,18,9,多云转阴,微风,,20221211,3540117,20221222
20221223,福州,仓山,十二月初一,20,12,多云转晴,微风,,20221211,3540117,20221223
20221224,福州,仓山,十二月初二,20,13,晴,微风,,20221211,3540117,20221224
20221225,福州,仓山,十二月初三,25,11,阴,微风,,20221211,3540117,20221225
20221226,福州,仓山,十二月初四,16,10,,,,20221211,3540117,20221226
20221227,福州,仓山,十二月初五,16,10,,,,20221211,3540117,20221227
20221228,福州,仓山,十二月初六,16,10,,,,20221211,3540117,20221228
20221229,福州,仓山,十二月初七,17,10,,,,20221211,3540117,20221229
20221230,福州,仓山,十二月初八,16,10,,,,20221211,3540117,20221230
20221231,福州,仓山,十二月初九,16,9,,,,20221211,3540117,20221231
20230101,福州,仓山,十二月初十,16,9,,,,20221211,3540117,20230101
20230102,福州,仓山,十二月十一,15,9,,,,20221211,3540117,20230102
20230103,福州,仓山,十二月十二,16,10,,,,20221211,3540117,20230103
20230104,福州,仓山,十二月十三,16,10,,,,20221211,3540117,20230104
20230105,福州,仓山,十二月十四,16,9,,,,20221211,3540117,20230105
20230106,福州,仓山,十二月十五,16,9,,,,20221211,3540117,20230106
20230107,福州,仓山,十二月十六,16,9,,,,20221211,3540117,20230107
20230108,福州,仓山,十二月十七,16,9,,,,20221211,3540117,20230108
20230109,福州,仓山,十二月十八,15,9,,,,20221211,3540117,20230109
20230110,福州,仓山,十二月十九,16,9,,,,20221211,3540117,20230110
20230111,福州,仓山,十二月二十,16,9,,,,20221211,3540117,20230111
20230112,福州,仓山,十二月廿一,16,9,,,,20221211,3540117,20230112
20230113,福州,仓山,十二月廿二,16,9,,,,20221211,3540117,20230113
20230114,福州,仓山,十二月廿三,16,9,,,小年,20221211,3540117,20230114
20230115,福州,仓山,十二月廿四,16,10,,,,20221211,3540117,20230115
20230116,福州,仓山,十二月廿五,16,10,,,,20221211,3540117,20230116
20230117,福州,仓山,十二月廿六,16,10,,,,20221211,3540117,20230117
20230118,福州,仓山,十二月廿七,16,9,,,,20221211,3540117,20230118
20230119,福州,仓山,十二月廿八,16,9,,,,20221211,3540117,20230119
20221211,福州,马尾,十一月十八,15,12,阴,微风转东北风3-4级,,20221211,3540122,20221211
20221212,福州,马尾,十一月十九,17,11,多云转晴,微风,,20221211,3540122,20221212
20221213,福州,马尾,十一月二十,14,10,阴转小雨,微风转北风3-4级,,20221211,3540122,20221213
20221214,福州,马尾,十一月廿一,10,8,小雨,微风,,20221211,3540122,20221214
20221215,福州,马尾,十一月廿二,14,11,小雨转中雨,微风,,20221211,3540122,20221215
20221216,福州,马尾,十一月廿三,15,9,阴,微风,,20221211,3540122,20221216
20221217,福州,马尾,十一月廿四,11,1,多云转晴,微风,,20221211,3540122,20221217
20221218,福州,马尾,十一月廿五,11,7,阴,东北风3-4级转微风,,20221211,3540122,20221218
20221219,福州,马尾,十一月廿六,14,10,阴,微风,,20221211,3540122,20221219
20221220,福州,马尾,十一月廿七,19,12,雨转阴,微风转东北风3-4级,,20221211,3540122,20221220
20221221,福州,马尾,十一月廿八,15,7,阴,东北风3-4级转微风,,20221211,3540122,20221221
20221222,福州,马尾,十一月廿九,17,10,阴,微风,,20221211,3540122,20221222
20221223,福州,马尾,十二月初一,19,12,多云转晴,微风,,20221211,3540122,20221223
20221224,福州,马尾,十二月初二,18,14,晴,微风,,20221211,3540122,20221224
20221225,福州,马尾,十二月初三,23,12,阴,东北风3-4级转东北风4-5级,,20221211,3540122,20221225
20221226,福州,马尾,十二月初四,16,10,,,,20221211,3540122,20221226
20221227,福州,马尾,十二月初五,16,10,,,,20221211,3540122,20221227
20221228,福州,马尾,十二月初六,16,10,,,,20221211,3540122,20221228
20221229,福州,马尾,十二月初七,17,10,,,,20221211,3540122,20221229
20221230,福州,马尾,十二月初八,17,10,,,,20221211,3540122,20221230
20221231,福州,马尾,十二月初九,16,9,,,,20221211,3540122,20221231
20230101,福州,马尾,十二月初十,16,9,,,,20221211,3540122,20230101
20230102,福州,马尾,十二月十一,15,9,,,,20221211,3540122,20230102
20230103,福州,马尾,十二月十二,16,10,,,,20221211,3540122,20230103
20230104,福州,马尾,十二月十三,16,10,,,,20221211,3540122,20230104
20230105,福州,马尾,十二月十四,16,9,,,,20221211,3540122,20230105
20230106,福州,马尾,十二月十五,16,9,,,,20221211,3540122,20230106
20230107,福州,马尾,十二月十六,16,9,,,,20221211,3540122,20230107
20230108,福州,马尾,十二月十七,16,9,,,,20221211,3540122,20230108
20230109,福州,马尾,十二月十八,16,9,,,,20221211,3540122,20230109
20230110,福州,马尾,十二月十九,16,9,,,,20221211,3540122,20230110
20230111,福州,马尾,十二月二十,16,9,,,,20221211,3540122,20230111
20230112,福州,马尾,十二月廿一,16,9,,,,20221211,3540122,20230112
20230113,福州,马尾,十二月廿二,16,9,,,,20221211,3540122,20230113
20230114,福州,马尾,十二月廿三,16,9,,,小年,20221211,3540122,20230114
20230115,福州,马尾,十二月廿四,16,10,,,,20221211,3540122,20230115
20230116,福州,马尾,十二月廿五,16,9,,,,20221211,3540122,20230116
20230117,福州,马尾,十二月廿六,16,9,,,,20221211,3540122,20230117
20230118,福州,马尾,十二月廿七,16,9,,,,20221211,3540122,20230118
20230119,福州,马尾,十二月廿八,16,9,,,,20221211,3540122,20230119
20221211,福州,晋安,十一月十八,16,12,阴,微风,,20221211,3540119,20221211
20221212,福州,晋安,十一月十九,18,10,多云转晴,微风,,20221211,3540119,20221212
20221213,福州,晋安,十一月二十,15,10,多云转小雨,微风,,20221211,3540119,20221213
20221214,福州,晋安,十一月廿一,11,9,小雨,微风,,20221211,3540119,20221214
20221215,福州,晋安,十一月廿二,14,12,小雨,微风,,20221211,3540119,20221215
20221216,福州,晋安,十一月廿三,15,10,阴,微风,,20221211,3540119,20221216
20221217,福州,晋安,十一月廿四,12,2,多云转晴,微风,,20221211,3540119,20221217
20221218,福州,晋安,十一月廿五,12,6,阴,微风,,20221211,3540119,20221218
20221219,福州,晋安,十一月廿六,15,9,阴,微风,,20221211,3540119,20221219
20221220,福州,晋安,十一月廿七,21,12,阴,微风,,20221211,3540119,20221220
20221221,福州,晋安,十一月廿八,16,7,多云转阴,微风,,20221211,3540119,20221221
20221222,福州,晋安,十一月廿九,18,9,多云转阴,微风,,20221211,3540119,20221222
20221223,福州,晋安,十二月初一,20,12,多云转晴,微风,,20221211,3540119,20221223
20221224,福州,晋安,十二月初二,20,13,晴,微风,,20221211,3540119,20221224
20221225,福州,晋安,十二月初三,25,11,阴,微风,,20221211,3540119,20221225
20221226,福州,晋安,十二月初四,16,10,,,,20221211,3540119,20221226
20221227,福州,晋安,十二月初五,16,10,,,,20221211,3540119,20221227
20221228,福州,晋安,十二月初六,16,10,,,,20221211,3540119,20221228
20221229,福州,晋安,十二月初七,17,10,,,,20221211,3540119,20221229
20221230,福州,晋安,十二月初八,16,10,,,,20221211,3540119,20221230
20221231,福州,晋安,十二月初九,16,9,,,,20221211,3540119,20221231
20230101,福州,晋安,十二月初十,16,9,,,,20221211,3540119,20230101
20230102,福州,晋安,十二月十一,15,9,,,,20221211,3540119,20230102
20230103,福州,晋安,十二月十二,16,10,,,,20221211,3540119,20230103
20230104,福州,晋安,十二月十三,16,10,,,,20221211,3540119,20230104
20230105,福州,晋安,十二月十四,16,9,,,,20221211,3540119,20230105
20230106,福州,晋安,十二月十五,16,9,,,,20221211,3540119,20230106
20230107,福州,晋安,十二月十六,16,9,,,,20221211,3540119,20230107
20230108,福州,晋安,十二月十七,16,9,,,,20221211,3540119,20230108
20230109,福州,晋安,十二月十八,15,9,,,,20221211,3540119,20230109
20230110,福州,晋安,十二月十九,16,9,,,,20221211,3540119,20230110
20230111,福州,晋安,十二月二十,16,9,,,,20221211,3540119,20230111
20230112,福州,晋安,十二月廿一,16,9,,,,20221211,3540119,20230112
20230113,福州,晋安,十二月廿二,16,9,,,,20221211,3540119,20230113
20230114,福州,晋安,十二月廿三,16,9,,,小年,20221211,3540119,20230114
20230115,福州,晋安,十二月廿四,16,10,,,,20221211,3540119,20230115
20230116,福州,晋安,十二月廿五,16,10,,,,20221211,3540119,20230116
20230117,福州,晋安,十二月廿六,16,10,,,,20221211,3540119,20230117
20230118,福州,晋安,十二月廿七,16,9,,,,20221211,3540119,20230118
20230119,福州,晋安,十二月廿八,16,9,,,,20221211,3540119,20230119
20221211,厦门,厦门,十一月十八,19,14,多云转阴,微风,,20221211,35402,20221211
20221212,厦门,厦门,十一月十九,19,13,多云,微风,,20221211,35402,20221212
20221213,厦门,厦门,十一月二十,17,12,阴转小雨,微风,,20221211,35402,20221213
